id,"ident","title","image","excerpt","description",is_featured,"starts_at","ends_at","publish_at","expires_at",sort,"created_at","updated_at"
65,"fpMoms-Spend-Less,-Save-More","fpMoms: Spend Less, Save More",NULL,"Hey Moms, would you like to spend less and save more? Join us Thurs, Aug 20 at 6:30 pm","Hey Moms, would you like to spend less and save more? Join us Thursday, August 20 at 6:30 pm for tips, ideas and resources to help you and your family save money. For more information, please email PamB@faithpromise.org or call 251-2590 ext. 1201.",1,NULL,NULL,"2009-08-06 00:00:00","2009-08-21 00:00:00",5,"2015-07-07 12:02:40","2015-07-07 12:02:40"
66,"Sign-Language-Class","Sign Language Class",NULL,"On February 4, Faith Promise will resume a basic communication Sign Language Class...","Faith Promise Church American Sign Language classes will resume on February 4th on Thursday nights from 6:30-8:00 pm. 

<p>To register, please contact fpsignlanguage@comcast.net.</p>",1,NULL,NULL,"2009-08-06 00:00:00","2010-02-06 00:00:00",5,"2015-07-07 12:02:40","2013-06-06 21:53:11"
68,"Leadership-Seminar","Leadership Seminar",NULL,"Don’t think you’re a leader? Think again...","Don’t think you’re a leader? Think again. We all have the capacity to lead. Chuck Carringer, our Pastor of Family Ministries, will teach you to leverage your leadership abilities at home, work, and church. Everyone is welcome at the next Leadership Seminar on Thursday, May 19, from 5:30–6:30 pm at the Pellissippi Campus.",1,NULL,NULL,"2009-08-19 00:00:00","2011-05-20 00:00:00",4,"2015-07-07 12:02:40","2015-07-07 12:02:40"
69,"New-Seats-for-New-People","New Seats for New People",NULL,"To make room for our guests, we have re-opened Satellite-1...","To make room for our guests, we have re-opened Satellite-1 for the 10:00 and 11:45 am Sunday services. This will allow us to create over 200 new seats at each of these services! If you are a regular attender, we ask that you help us reach new people by attending the service in Satellite-1 at 10:00 or 11:45 am.",1,NULL,NULL,"2009-08-19 00:00:00","2009-12-14 00:00:00",5,"2015-07-07 12:02:40","2013-06-06 21:53:11"
70,"Church-Office-Closed","Church Office Closed",NULL,"The church office will be closed...","The Church Office will be closed Friday, December 24, through Friday, December 31, for the Christmas and New Year’s holidays. Normal business hours will resume on Monday, January 3, at 8:00 am. We wish you a Happy New Year!",1,NULL,NULL,"2009-09-03 00:00:00","2011-01-03 00:00:00",4,"2015-07-07 12:02:40","2015-07-07 12:02:40"
71,"Silver-Ring-Thing-iTour","Silver Ring Thing: iTour",NULL,"Faith Promise is hosting the Knox area Silver Ring Thing: iTour...","Faith Promise is hosting the Knox area Silver Ring Thing: iTour on Sunday, September 20 at 6:00 pm. Silver Ring Thing is an event for students 6th grade and up and their parents about dating and waiting, and much more. Tickets are $5 online at silverringthing.com or $8 at the door. Bring an additional $20 to buy the Silver Ring. An additional parent’s session begins at 6:00 pm.",1,NULL,NULL,"2009-09-12 00:00:00","2009-09-21 00:00:00",3,"2015-07-07 12:02:40","2013-06-06 21:53:11"
72,"Decemberadio-at-FPC","Decemberadio at FPC",NULL,"Decemberadio, Sevenglory & Sarah Reeves in concert Friday, Oct 2nd.","Faith Promise will host the The Love Can Tour, featuring Decemberadio and special guests Sevenglory and Sarah Reeves on Friday, October 2, 2009.

<p>As an added bonus, Decemberadio has asked for this show to be recorded LIVE for the making of their new DVD!</p>

<p>General admission tickets are $5 in advance (<a href=\"http://www.feedyourfaith.org/2009/08/the-love-can-tour/\">by going here</a>) or $8 at the door.</p>

<p>Doors open at 6:00 pm | Concert at 7:00 pm</p>",1,NULL,NULL,"2009-09-29 00:00:00","2009-10-03 00:00:00",3,"2015-07-07 12:02:40","2013-06-06 21:53:11"
74,"Fusion-Weekend","Fusion Weekend",NULL,"Fusion Weekend is a action packed two-day event for students...","Fusion Weekend is a two-day experience where students stay with their small group in a host home for the weekend.  Over the weekend, they will participate in in depth small group discussion times, crazy activities, service projects, and unbelievable worship and teaching sessions.

<p>
When:  February 8-10, 2013<br />
Cost: $50<br />
<a href=\"http://fpstudents.org/fusion-weekend-2013-messed-up/\" target=\"_blank\">Additional information and registration</a>
</p>",1,NULL,NULL,"2009-10-01 00:00:00","2013-02-09 00:00:00",2,"2015-07-07 12:02:40","2015-07-07 12:02:40"
75,"Feed-the-Children","Feed the Children",NULL,"Help distribute 20,000 pounds of food on Saturday, October 24...","We are looking for 100 strong backs and big hearts to help distribute 20,000 pounds of food and personal care items to families in Western Heights on Saturday, October 24 from 7:00 a.m. to 1:00 p.m. If you would like to participate, please contact Greg at christensengl@gmail.com.",1,NULL,NULL,"2009-10-01 00:00:00","2009-10-25 00:00:00",5,"2015-07-07 12:02:40","2013-06-06 21:53:11"
76,"Home-Invasion,-Sacred-Storm","Home Invasion, Sacred Storm",NULL,"What if the unseen world could be seen? Join us for...","Don’t miss this opportunity to experience the dramatization of a present-day attack on the common family. Friday, October 30 at 7:00 pm, Saturday, October 31 at 4:00 pm and 6:00 pm, and Sunday, November 1 at 9:45 and 11:45 am. Our Internet Campus will broadcast Home Invasion: Sacred Storm at 9:45 & 11:45 am and 9:00 pm (EST) Sunday, November 1. Home Invasion: Sacred Storm is intended for a mature viewing audience. All children Pre-K through 5th grade will be participating in Pirates and Princesses.

<a href=\"http://sacredstorm.org\">Visit the Sacred Storm Website</a>",1,NULL,NULL,"2009-10-08 00:00:00","2009-11-02 00:00:00",2,"2015-07-07 12:02:40","2013-06-06 21:53:11"
78,"Set-Your-Clocks-Back","Set Your Clocks Back",NULL,"Daylight savings time ends October 31, 2009. Remember to set your clocks back one hour.","<p>Daylight savings time ends October 31, 2009. Remember to set your clocks back one hour.</p>",1,NULL,NULL,"2009-10-26 00:00:00","2009-11-02 00:00:00",3,"2015-07-07 12:02:40","2013-06-06 21:53:11"
79,"Adams-Bonfire-Extravaganza","Adam's Bonfire Extravaganza",NULL,"Join us for Adam's 8TH Annual Bonfire Extravaganza this Sunday...","Join us for Adam's 8TH Annual Bonfire Extravaganza this Sunday, November 1, 2009 from 9:30 pm - 12:00 am in the the Pellissippi Wilderness (Gravel road between Coward Mill and Horseshoe Bend off Pellissippi Pkwy)</p>
<p>Knoxville's BIGGEST Bonfire is back and better than ever.  TONS of incredible homemade food, a HUGE costume contest (cash prizes for the winners), night-time volleyball, and a bonfire that can be seen from space. All college students and twenty-somethings welcome.  Come as a group, come by yourself, just come in a costume ready to have a night to remember!</p>",1,NULL,NULL,"2009-10-26 00:00:00","2009-11-02 00:00:00",4,"2015-07-07 12:02:40","2013-06-06 21:53:11"
80,"Pantry-of-Promise","Pantry of Promise",NULL,"Our Easter food distribution is coming soon...","Our food pantry needs your help to feed needy families this Easter season.  During our special Easter distribution, we will distribute food items from 5-8:00 pm on Tuesday, March 19, 2013.

<p>A complete list of requested food items is available at the food collection bins in the Pellissippi Campus Lobby.  For more information or to volunteer your time, please email pantryofpromise@gmail.com</a>",1,NULL,NULL,"2009-11-05 00:00:00","2013-03-20 00:00:00",4,"2015-07-07 12:02:40","2015-07-07 12:02:40"
81,"Thank-You-Veterans","Thank You Veterans",NULL,"Thank you to all of our veterans and active-duty military...","Thank you to all of our veterans and active-duty military who have served and are serving our great nation. Thank you for your courage and sacrifice and for the many freedoms we are able to enjoy.",1,NULL,NULL,"2009-11-05 00:00:00","2010-11-17 00:00:00",2,"2015-07-07 12:02:40","2013-06-06 21:53:11"
82,"Sacred-Storm-DVDs","Sacred Storm DVDs",NULL,"Preorder the Sacred Storm: Without Reservation DVD...","You can now pre-order Sacred Storm: Without Reservation DVDs for the special price of just $10! When the DVD is released it will be $15.00.  Order your copy today at fpResources in the Lobby before or after any service. Be sure to check out other resources to enhance your worship and walk with Christ while you’re there.",1,NULL,NULL,"2009-11-05 00:00:00","2010-11-20 00:00:00",5,"2015-07-07 12:02:40","2015-07-07 12:02:40"
83,"Open-Staff-Position","Open Staff Position",NULL,"Faith Promise currently has an opening in the Groups Ministry...","Faith Promise currently has an opening in the Groups Ministry for the Assistant to the Associate Pastor of Groups. There are minimum requirements associated with this position. Please send resumes and correspondence to MartiW@faithpromise.org",1,NULL,NULL,"2009-11-05 00:00:00","2009-12-05 00:00:00",5,"2015-07-07 12:02:40","2013-06-06 21:53:11"
84,"Top-10-Worship-Songs","Top 10 Worship Songs",NULL,"Help us choose our top ten worship songs of 2012 by voting here.","Help us choose the top ten worship songs of 2012 by selecting your three favorite songs of the year. <a href=\"http://fpchur.ch/topten2012\" target=\"_blank\">Vote on your favorite songs.</a>

<p>Also, make plans to attend our annual Live CD Recording event at the Pellissippi Campus on Wednesday, January 30, 2013 at 6:30 pm.</p>

",1,NULL,NULL,"2010-11-19 00:00:00","2013-02-05 00:00:00",2,"2015-07-07 12:02:40","2013-06-06 21:53:11"
85,"fp-Womens-Gathering","fp Women's Gathering",NULL,"Join us for the fp Women's Groups Gathering 12/7...","Christmas is just around the corner, and it is time to make plans for the Faith Promise Women?s Gathering on December 7 at 6:30 pm. Our theme is Baking Up Christmas, and each person attending will bring 1 dozen of their favorite homemade cookies with a copy of the recipe to share.

<p>For more information or to register, <a href=\"http://blog.faithpromise.org/2012/10/join-us-for-the-fp-womens-group-gathering-thursday-december-7th-630-pm-at-the-pellissippi-campus/\" target=\"_blank\">go here</a>.</p>",1,NULL,NULL,"2009-11-11 00:00:00","2012-12-08 00:00:00",4,"2015-07-07 12:02:40","2015-07-07 12:02:40"
86,"Angel-Tree","Angel Tree",NULL,"Share the love of Jesus with a child this Christmas season...","<p>Share the love of Jesus with a local family this Christmas season. To sponsor a child visit the fp Angel Tree in the lobby, beginning Nov 1-2. Gifts should be returned unwrapped to your campus between Nov 15th and Nov 30th.</p>

<p>This year all Beaumont families will be coming to the Pellissippi Campus on Saturday, December 6th for an Angel Tree shopping experience. Help us make this an amazing time for the families by <a href=\"http://www.signupgenius.com/go/904044BACA92F4-angel\"_blank\">signing up</a> to serve.</p>",1,NULL,NULL,"2009-11-11 00:00:00","2014-12-06 00:00:00",7,"2015-07-07 12:02:40","2014-11-03 14:17:45"
87,"fp-Holiday-Schedule","fp Holiday Schedule",NULL,"Jan 2-3, we will follow the fp Holiday schedule...","Jan 2-3 we will follow the fp Holiday Schedule. There will be one Saturday night service (5:30) and two Sunday morning services (10:00 & 11:45). The Internet Campus will meet at its regularly scheduled times (Sundays at 10:00 & 11:45 am & 9:00 pm).",1,NULL,NULL,"2009-11-19 00:00:00","2010-01-04 00:00:00",3,"2015-07-07 12:02:40","2015-07-07 12:02:40"
89,"Upcoming-Sermon-Series","Upcoming Sermon Series",NULL,"Join us as we take a new look at some old familiar films.","For many of us, the Christmas season doesn’t officially begin until we watch our favorite Christmas movie — a Christmas Classic that warms our heart and brings the joy of Christmas home to us year after year. Each weekend this December will be a classic as we take a new look at some old familiar films. Instead of one weekend, you have three great opportunities to invite your friends and family to experience Christmas in an exciting, creative new way.",1,NULL,NULL,"2009-11-24 00:00:00","2009-11-29 00:00:00",3,"2015-07-07 12:02:40","2013-06-06 21:53:11"
90,"New-iCampus-Time","New iCampus Time",NULL,"We've added a new iCampus time each Sunday evening at 9 pm.","We now have an iCampus service each Sunday evening at 9:00. Please help us spread the word as we make our Internet Campus available to even more people. Don’t forget— the iCampus is a great way to stay connected as you travel out of town this holiday season — Sundays at 10:00 & 11:45 am and 9:00 pm.",1,NULL,NULL,"2009-11-24 00:00:00","2009-12-24 00:00:00",3,"2015-07-07 12:02:40","2013-06-06 21:53:11"
91,"Dale-Henry","Dale Henry",NULL,"This weekend, we will be joined by special guest speaker, Dr. Dale Henry...","This weekend, we will be joined once again by special guest speaker, Dr. Dale Henry. Dale combines laughter and storytelling with a powerful message for a truly unique experience. You don’t want to miss it!",1,NULL,NULL,"2009-12-14 00:00:00","2011-01-10 00:00:00",1,"2015-07-07 12:02:40","2013-06-06 21:53:11"
93,"Top-Ten-CDs","Top Ten CDs",NULL,"Purchase the new Top 10 Worship Songs CD this Easter...","Beginning Easter weekend, the new Top 10 Worship Songs CD will be available for purchase at FP Resources before or after any service. Pre-orders can be picked up, or you can purchase a copy for $15.",1,NULL,NULL,"2009-12-14 00:00:00","2013-04-06 00:00:00",1,"2015-07-07 12:02:40","2013-06-06 21:53:11"
94,"15-Years-of-FPC","15 Years of FPC",NULL,"In February, FPC will celebrate our 15-Year Anniversary, and we want you...","In February, FPC will celebrate our 15-Year Anniversary and we want you to be part of the celebration! Share your story. Tell us who invited you to FPC <a href=\"http://www.surveymonkey.com/s/WXC9RCR\" target=\"_blank\">by clicking here</a>. Also, if you’ve been a part of the worship team in the last 15 years we’d like to invite you to be part of a special event. Contact worshipinfo@faithpromise.org for details.",1,NULL,NULL,"2010-01-04 00:00:00","2010-01-30 00:00:00",3,"2015-07-07 12:02:40","2013-06-06 21:53:11"
95,"High-School-Spring-Retreat","High School Spring Retreat",NULL,"This spring, HSM is headed to Barefoot Republic Camp in Kentucky...","This spring, HSM is headed to Barefoot Republic Camp in Kentucky from March 12-14 for a weekend that will define your semester!  Don’t miss out on this opportunity to connect with your friends, meet some new people and have a blast learning about God’s plan for your life.  You can <a href=\"https://integration.fellowshipone.com/integration/FormBuilder/FormBuilder.aspx?fCode=q1yAPTgTwHbXH5JnjIs3jA==&amp;cCode=RtKBDolfiPuZJp8o1+0ARA==\" target=\"_blank\">register here</a> or at Catalyst.",1,NULL,NULL,"2010-01-13 00:00:00","2010-03-14 00:00:00",4,"2015-07-07 12:02:40","2015-07-07 12:02:40"
97,"Focus-on-Marriage-Conference","Focus on Marriage Conference",NULL,"Join us for a life-changing simulcast event this February 27th...","This life-changing simulcast event will help you tackle one of Christianity’s biggest challenges—empowering you and your spouse to stay faithful, committed and encouraged in your marriage. Presented by Focus on the Family, speakers include Dr. Gary Chapman, Drs. Les and Leslie Parrott, Gary Thomas, Kirk and Chelsea Cameron, Francis Chan and Stephen Kendrick.

<p>February 27th from 9:30 am to 4:30 pm. Cost is $50 per couple. <a href=\" https://integration.fellowshipone.com/integration/FormBuilder/FormBuilder.aspx?fCode=FoRvCtioLxJ3qsjyrakv8w==&cCode=RtKBDolfiPuZJp8o1+0ARA==\" target=\"_blank\">Register Online</a></p>",1,NULL,NULL,"2010-01-20 00:00:00","2010-02-27 20:00:00",3,"2015-07-07 12:02:40","2015-07-07 12:02:40"
